=== Run information ===

Scheme:       weka.classifiers.misc.InputMappedClassifier -I -trim -W weka.classifiers.trees.RandomForest -- -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     bodyPerformance
Instances:    10745
Attributes:   12
              age
              gender
              height_cm
              weight_kg
              body fat_%
              diastolic
              systolic
              gripForce
              sit and bend forward_cm
              sit-ups counts
              broad jump_cm
              class
Test mode:    user supplied test set:  size unknown (reading incrementally)

=== Classifier model (full training set) ===

InputMappedClassifier:

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities
Attribute mappings:

Model attributes                   	    Incoming attributes
-----------------------------------	    ----------------
(numeric) age                      	--> 1 (numeric) age
(nominal) gender                   	--> 2 (nominal) gender
(numeric) height_cm                	--> 3 (numeric) height_cm
(numeric) weight_kg                	--> 4 (numeric) weight_kg
(numeric) body fat_%               	--> 5 (numeric) body fat_%
(numeric) diastolic                	--> 6 (numeric) diastolic
(numeric) systolic                 	--> 7 (numeric) systolic
(numeric) gripForce                	--> 8 (numeric) gripForce
(numeric) sit and bend forward_cm  	--> 9 (numeric) sit and bend forward_cm
(numeric) sit-ups counts           	--> 10 (numeric) sit-ups counts
(numeric) broad jump_cm            	--> 11 (numeric) broad jump_cm
(nominal) class                    	--> 12 (nominal) class


Time taken to build model: 4.7 seconds

=== Predictions on test set ===

    inst#     actual  predicted      error
     1553     86         76.703     -9.297 
     1554     62.3       61.171     -1.129 
     1555     74.8       75.739      0.939 
     1556     58.6       53.988     -4.612 
     1557     55.9       54.654     -1.246 
     1558     46.8       49.379      2.579 
     1559     68.6       59.427     -9.173 
     1560     56.5       68.678     12.178 
     1561     66.9       72.08       5.18  
     1562     58.7       53.257     -5.443 
     1563     72.3       71.718     -0.582 
     1564     59.9       52.439     -7.461 
     1565     77.2       79.17       1.97  
     1566     79.2       84.41       5.21  
     1567     76.8       69.871     -6.929 
     1568     54.5       54.857      0.357 
     1569     76.7       78.739      2.039 
     1570     74.1       72.843     -1.257 
     1571     77.3       73.541     -3.759 
     1572     74.7       71.894     -2.806 
     1573     67.8       72.326      4.526 
     1574     69         67.506     -1.494 
     1575     91.5       90.146     -1.354 
     1576     59.4       66.216      6.816 
     1577     76.5       77.08       0.58  
     1578     66.8       66.199     -0.601 
     1579     81.72      79.427     -2.293 
     1580     68         68.398      0.398 
     1581     78.9       82.172      3.272 
     1582     70         68.316     -1.684 
     1583     71         75.523      4.523 
     1584     77         76.389     -0.611 
     1585     80.4       70.616     -9.784 
     1586     56.3       60.745      4.445 
     1587     80.4       73.911     -6.489 
     1588     74.3       73.936     -0.364 
     1589     64.3       70.091      5.791 
     1590     55.9       56.146      0.246 
     1591     67         71.462      4.462 
     1592     63         67.602      4.602 
     1593     54.8       55.854      1.054 
     1594     52.8       50.875     -1.925 
     1595     63.2       66.79       3.59  
     1596     52.82      54.052      1.232 
     1597     68         71.601      3.601 
     1598     87.5       80.378     -7.122 
     1599     71.5       71.464     -0.036 
     1600     76.7       63.377    -13.323 
     1601     72.4       70.838     -1.562 
     1602     54.8       52.501     -2.299 
     1603     69         67.399     -1.601 
     1604     70.2       72.679      2.479 
     1605     72.3       80.518      8.218 
     1606     53.9       61.278      7.378 
     1607     57.4       57.174     -0.226 
     1608     68.8       69.321      0.521 
     1609     73.1       87.217     14.117 
     1610     63.7       67.486      3.786 
     1611     81.4       81.765      0.365 
     1612    102.8       96.846     -5.954 
     1613     49.7       56.571      6.871 
     1614     57.3       55.029     -2.271 
     1615     72.4       70.031     -2.369 
     1616     63.8       63.411     -0.389 
     1617     55.6       62.377      6.777 
     1618     45.8       49.43       3.63  
     1619     71.4       73.674      2.274 
     1620     78.7       74.973     -3.727 
     1621     76.1       72.774     -3.326 
     1622     60.6       59.503     -1.097 
     1623     76         72.932     -3.068 
     1624     76.1       76.273      0.173 
     1625     75.7       72.702     -2.998 
     1626     59.5       63.414      3.914 
     1627     64         61.955     -2.045 
     1628     83.5       83.536      0.036 
     1629     61.72      66.498      4.778 
     1630     68         66.751     -1.249 
     1631     72.1       78.417      6.317 
     1632     49.9       52.616      2.716 
     1633     57.44      54.874     -2.566 
     1634     66.7       70.739      4.039 
     1635     73.8       76.416      2.616 
     1636     62.8       63.743      0.943 
     1637     64.6       64.384     -0.216 
     1638     75.6       70.883     -4.717 
     1639     51.5       53.761      2.261 
     1640     70.5       72.517      2.017 
     1641     53.8       56.7        2.9   
     1642     61.2       61.947      0.747 
     1643     55.6       55.103     -0.497 
     1644     47         46.471     -0.529 
     1645     51.9       56.663      4.763 
     1646     64.8       58.363     -6.437 
     1647     79         80.88       1.88  
     1648     74.4       76.081      1.681 
     1649     51.6       58.89       7.29  
     1650     65.9       72.306      6.406 
     1651     75.4       76.108      0.708 
     1652     68.7       71.717      3.017 
     1653     61.4       62.392      0.992 
     1654     82.5       82.569      0.069 
     1655     86.8       84.16      -2.64  
     1656     60.8       61.466      0.666 
     1657     53.3       51.817     -1.483 
     1658     78.1       77.799     -0.301 
     1659     54.2       54.201      0.001 
     1660     75.4       70.32      -5.08  
     1661     70         67.742     -2.258 
     1662     82.1       74.76      -7.34  
     1663     69.6       69.155     -0.445 
     1664     82.5       78.84      -3.66  
     1665     72         69.333     -2.667 
     1666     77.6       82.979      5.379 
     1667     39.3       46.83       7.53  
     1668     59         63.524      4.524 
     1669     70.8       69.619     -1.181 
     1670     72.4       74.011      1.611 
     1671     50.2       51.724      1.524 
     1672     77.9       78.437      0.537 
     1673     77         73.305     -3.695 
     1674     72.64      70.306     -2.334 
     1675     89.9       80.559     -9.341 
     1676     69.2       69.198     -0.002 
     1677     50.8       56.875      6.075 
     1678     77.3       69.69      -7.61  
     1679     52.1       54.175      2.075 
     1680     62.5       68.953      6.453 
     1681     59.3       57.296     -2.004 
     1682     49.1       51.302      2.202 
     1683     45.1       52.038      6.938 
     1684     67.5       70.679      3.179 
     1685     62.6       66.938      4.338 
     1686     72.7       70.278     -2.422 
     1687     44.5       49.872      5.372 
     1688     61.4       64.09       2.69  
     1689     69.2       66.3       -2.9   
     1690     65.3       68.331      3.031 
     1691     52.4       50.947     -1.453 
     1692     61.9       61.715     -0.185 
     1693     51.9       58.414      6.514 
     1694     65.9       65.037     -0.863 
     1695     54.1       52.836     -1.264 
     1696     87.1       73.218    -13.882 
     1697     74.4       73.663     -0.737 
     1698     62.62      61.338     -1.282 
     1699     64.8       63.361     -1.439 
     1700     87         76.763    -10.237 
     1701     84.7       73.79     -10.91  
     1702     82         71.674    -10.326 
     1703     94.1       83.587    -10.513 
     1704     80.3       77.831     -2.469 
     1705     79.8       77.115     -2.685 
     1706     52.4       61.467      9.067 
     1707     60.1       61.431      1.331 
     1708     52.8       56.245      3.445 
     1709     80.2       74.648     -5.552 
     1710     64.6       70.994      6.394 
     1711     47.3       48.46       1.16  
     1712     58.4       61.653      3.253 
     1713     56.2       56.904      0.704 
     1714     84.6       83.644     -0.956 
     1715     73.2       65.213     -7.987 
     1716     56.88      55.91      -0.97  
     1717     69.7       70.76       1.06  
     1718     60.4       63.225      2.825 
     1719     71.6       72.32       0.72  
     1720     72.4       71.416     -0.984 
     1721     74.08      71.89      -2.19  
     1722     77.6       78.05       0.45  
     1723     62.5       67.436      4.936 
     1724     56         53.237     -2.763 
     1725     74.3       76.906      2.606 
     1726     53.1       53.734      0.634 
     1727     70.8       70.703     -0.097 
     1728     63.1       63.638      0.538 
     1729     58.2       65.156      6.956 
     1730     69.2       65.154     -4.046 
     1731     52.1       54.284      2.184 
     1732     55.1       54.552     -0.548 
     1733     70.7       71.817      1.117 
     1734     45.2       51.109      5.909 
     1735     60.1       67.106      7.006 
     1736     56.6       67.196     10.596 
     1737     70.2       77.772      7.572 
     1738     84.7       80.554     -4.146 
     1739     63.56      56.397     -7.163 
     1740     71.7       70.596     -1.104 
     1741     69.6       71.777      2.177 
     1742     53.1       53.16       0.06  
     1743     74.1       72.564     -1.536 
     1744     68.6       70.396      1.796 
     1745     59.8       61.239      1.439 
     1746     63.4       71.275      7.875 
     1747     48.3       50.302      2.002 
     1748     47.7       57.885     10.185 
     1749     72.5       78.045      5.545 
     1750     72.18      75.231      3.051 
     1751     48.8       53.595      4.795 
     1752     98.54      91.146     -7.394 
     1753     86.9       81.527     -5.373 
     1754     67.8       67.924      0.124 
     1755     61.1       59.777     -1.323 
     1756     61.68      59.194     -2.486 
     1757     72.6       73.484      0.884 
     1758     64.1       69.721      5.621 
     1759     54.3       56.083      1.783 
     1760     59.8       59.037     -0.763 
     1761     46.9       52.36       5.46  
     1762     52.7       50.027     -2.673 
     1763     72.2       70.478     -1.722 
     1764     85.1       79.642     -5.458 
     1765     92.3       79.657    -12.643 
     1766     76.7       72.878     -3.822 
     1767     56.8       57.993      1.193 
     1768     59.1       57.007     -2.093 
     1769     66.3       65.823     -0.477 
     1770     67.6       63.474     -4.126 
     1771     69.9       75.681      5.781 
     1772     69.6       67.02      -2.58  
     1773     76.8       81.363      4.563 
     1774     62.6       56.947     -5.653 
     1775     53.4       55.662      2.262 
     1776     68.5       72.401      3.901 
     1777     66.4       69.373      2.973 
     1778     69.2       60.583     -8.617 
     1779     54.2       50.365     -3.835 
     1780     73.3       71.974     -1.326 
     1781     74.8       72.132     -2.668 
     1782     50.3       52.089      1.789 
     1783     58         64.76       6.76  
     1784     84.9       84.347     -0.553 
     1785     57.8       61.687      3.887 
     1786     85.4       79.32      -6.08  
     1787     88.3       85.938     -2.362 
     1788     75.7       71.854     -3.846 
     1789     65.6       73.617      8.017 
     1790     65.3       71.567      6.267 
     1791     86         73.66     -12.34  
     1792     90.3       77.08     -13.22  
     1793     72.8       78.424      5.624 
     1794     92         86.204     -5.796 
     1795     59.2       61.9        2.7   
     1796     51.98      54.235      2.255 
     1797     68.2       66.71      -1.49  
     1798     73.6       76.327      2.727 
     1799     88.4       81.067     -7.333 
     1800     83.3       88.985      5.685 
     1801     67.3       67.22      -0.08  
     1802     66.3       73.162      6.862 
     1803     52.06      56.377      4.317 
     1804     78.1       78.722      0.622 
     1805     69.3       67.238     -2.062 
     1806     59.4       57.822     -1.578 
     1807     78.1       70.03      -8.07  
     1808     75.5       73.476     -2.024 
     1809     64.6       63.972     -0.628 
     1810     86.4       88.088      1.688 
     1811     61.2       60.023     -1.177 
     1812     68.48      65.456     -3.024 
     1813     71.3       71.856      0.556 
     1814     59.4       57.153     -2.247 
     1815     51         53.6        2.6   
     1816     64.2       72.375      8.175 
     1817     65         71.326      6.326 
     1818     65.8       71.278      5.478 
     1819     96.6       96.17      -0.43  
     1820     46.9       48.532      1.632 
     1821     65.9       58.265     -7.635 
     1822     60.9       61.907      1.007 
     1823     52.3       52.661      0.361 
     1824     50.6       52.226      1.626 
     1825     59         54.197     -4.803 
     1826     66.2       68.985      2.785 
     1827     67.2       74.208      7.008 
     1828     63.8       65.53       1.73  
     1829     63         65.498      2.498 
     1830     51.6       54.948      3.348 
     1831     78.3       70.809     -7.491 
     1832     55.8       56.376      0.576 
     1833     97.4       93.652     -3.748 
     1834     65.5       61.782     -3.718 
     1835     69.8       70.924      1.124 
     1836     80.34      80.664      0.324 
     1837     75.3       72.473     -2.827 
     1838     75.5       75.742      0.242 
     1839     66.5       62.803     -3.697 
     1840     62.3       64.48       2.18  
     1841     52.3       54.36       2.06  
     1842     50.1       55.776      5.676 
     1843     49.5       51.32       1.82  
     1844     65         68.108      3.108 
     1845     59.5       54.429     -5.071 
     1846     61.1       59.541     -1.559 
     1847     90.5       75.693    -14.807 
     1848     72.9       73.881      0.981 
     1849     72.5       69.259     -3.241 
     1850     91.1       85.831     -5.269 
     1851     67.2       63.391     -3.809 
     1852     81.5       77.69      -3.81  
     1853     77.4       74.468     -2.932 
     1854     50.9       56.755      5.855 
     1855     78.7       71.565     -7.135 
     1856     75         78.028      3.028 
     1857     81.8       77.619     -4.181 
     1858     81         84.744      3.744 
     1859     59.3       56.111     -3.189 
     1860     65.4       71.447      6.047 
     1861     79.88      81.381      1.501 
     1862     91.28      93.125      1.845 
     1863     66.5       65.591     -0.909 
     1864     47.7       52.011      4.311 
     1865     50.6       51.936      1.336 
     1866     73.6       72.472     -1.128 
     1867     68.9       67.194     -1.706 
     1868     69.5       70.711      1.211 
     1869     75.2       73.889     -1.311 
     1870     82         87.019      5.019 
     1871     56         58.673      2.673 
     1872     76.6       76.48      -0.12  
     1873     79.2       74.198     -5.002 
     1874     65         63.039     -1.961 
     1875     73.9       75.718      1.818 
     1876     77.1       73.754     -3.346 
     1877     76.3       78.448      2.148 
     1878     63.5       76.045     12.545 
     1879     72.1       69.727     -2.373 
     1880     73.5       77.487      3.987 
     1881     73.4       76.863      3.463 
     1882     57.9       60.221      2.321 
     1883     72.1       64.715     -7.385 
     1884     71.2       67.196     -4.004 
     1885     60         61.447      1.447 
     1886     74.4       72.852     -1.548 
     1887     46.1       48.289      2.189 
     1888     71.5       70.195     -1.305 
     1889     78.1       74.339     -3.761 
     1890     95         89.527     -5.473 
     1891     77.3       75.46      -1.84  
     1892     79.74      70.733     -9.007 
     1893     43.2       52.702      9.502 
     1894     60.2       61.312      1.112 
     1895     49.1       51.369      2.269 
     1896     72.8       73.993      1.193 
     1897     60         55.501     -4.499 
     1898     76.9       75.908     -0.992 
     1899     78.76      85.224      6.464 
     1900     53.4       55.843      2.443 
     1901     76.1       80.258      4.158 
     1902     53.5       57.381      3.881 
     1903     73.3       69.36      -3.94  
     1904     63         70.96       7.96  
     1905     64.1       66.344      2.244 
     1906     50.9       49.634     -1.266 
     1907     76.3       74.147     -2.153 
     1908     74.9       69.774     -5.126 
     1909     74.8       76.55       1.75  
     1910     85.4       79.729     -5.671 
     1911     61.34      66.676      5.336 
     1912     56.3       62.373      6.073 
     1913     77         57.422    -19.578 
     1914     65.6       71.969      6.369 
     1915     59.6       52.15      -7.45  
     1916     79.1       73.249     -5.851 
     1917     60         61.669      1.669 
     1918     60         56.427     -3.573 
     1919     54.8       50.169     -4.631 
     1920     64         67.739      3.739 
     1921     52.5       56.607      4.107 
     1922     55.6       49.375     -6.225 
     1923     93.2       84.664     -8.536 
     1924     55.4       56.227      0.827 
     1925     86.9       70.462    -16.438 
     1926     52.54      55.533      2.993 
     1927     77.4       73.509     -3.891 
     1928     65.5       65.466     -0.034 
     1929     90.3       94.661      4.361 
     1930     63         60.408     -2.592 
     1931     74.1       74.451      0.351 
     1932     70.2       71.65       1.45  
     1933     78.7       74.321     -4.379 
     1934     77.4       74.99      -2.41  
     1935     61.7       55.007     -6.693 
     1936     53.7       59.799      6.099 
     1937     70.4       69.982     -0.418 
     1938     60.6       61.53       0.93  
     1939     75.7       65.834     -9.866 
     1940     70.6       70.205     -0.395 
     1941     76.6       67.585     -9.015 
     1942     75.4       82.373      6.973 
     1943     64.8       63.47      -1.33  
     1944     58.2       53.328     -4.872 
     1945     61.7       65.464      3.764 
     1946     68.7       72.982      4.282 
     1947     72.1       73.454      1.354 
     1948     75.3       74.213     -1.087 
     1949     50.8       49.397     -1.403 
     1950     70.74      70.397     -0.343 
     1951     87.9       86.492     -1.408 
     1952     54.1       58.774      4.674 
     1953     89.3       81.63      -7.67  
     1954     57.4       58.555      1.155 
     1955     64.7       68.592      3.892 
     1956     52         57.368      5.368 
     1957     49.5       50.282      0.782 
     1958     58.4       64.366      5.966 
     1959     65.5       66.576      1.076 
     1960     54.1       59.703      5.603 
     1961     65.4       62.397     -3.003 
     1962     58.8       56.35      -2.45  
     1963     82.6       76.878     -5.722 
     1964     52         50.139     -1.861 
     1965     84.1       70.698    -13.402 
     1966     56         57.964      1.964 
     1967     69.4       68.942     -0.458 
     1968     50         60.234     10.234 
     1969     53.82      53.683     -0.137 
     1970     63         60.326     -2.674 
     1971     53.3       54.248      0.948 
     1972     65.9       71.073      5.173 
     1973     65.4       71.911      6.511 
     1974     90         85.499     -4.501 
     1975     72.9       76.208      3.308 
     1976     73.9       69.143     -4.757 
     1977     61.1       59.319     -1.781 
     1978     64.6       58.608     -5.992 
     1979     73.8       80.513      6.713 
     1980     73         75.704      2.704 
     1981     76.8       78.692      1.892 
     1982     77         72.172     -4.828 
     1983     70.8       68.37      -2.43  
     1984     74.3       77.896      3.596 
     1985     78.8       76.81      -1.99  
     1986     67.1       66.414     -0.686 
     1987     70.8       72.782      1.982 
     1988     49.8       51.941      2.141 
     1989     80.3       75.408     -4.892 
     1990     73.5       69.652     -3.848 
     1991     75.4       70.398     -5.002 
     1992     79.8       85.079      5.279 
     1993     61.9       66.768      4.868 
     1994     74.3       68.925     -5.375 
     1995     66.2       77.961     11.761 
     1996     60.4       61.303      0.903 
     1997     68.4       67.6       -0.8   
     1998     74         71.659     -2.341 
     1999     82.5       77.562     -4.938 
     2000     69.1       66.848     -2.252 
     2001     49.6       58.172      8.572 
     2002     68.1       63         -5.1   
     2003     58.8       56.715     -2.085 
     2004     85.9       80.064     -5.836 
     2005     47         56.8        9.8   
     2006     78.3       76.74      -1.56  
     2007     70.4       67.821     -2.579 
     2008     71         67.844     -3.156 
     2009     81.2       82.588      1.388 
     2010     69.5       59.732     -9.768 
     2011     79.8       84.377      4.577 
     2012     76.4       70.705     -5.695 
     2013     53.5       55.345      1.845 
     2014     73.6       67.508     -6.092 
     2015     62         74.047     12.047 
     2016     75.16      70.487     -4.673 
     2017     71.4       74.659      3.259 
     2018     70.6       75.962      5.362 
     2019     73.6       76.012      2.412 
     2020     61.9       60.603     -1.297 
     2021     78.4       80.842      2.442 
     2022     80.9       76.825     -4.075 
     2023     65.9       68.438      2.538 
     2024     63         67.879      4.879 
     2025     70.3       74.004      3.704 
     2026     56.3       55.787     -0.513 
     2027     70.6       63.238     -7.362 
     2028     71.8       70.184     -1.616 
     2029     80.2       76.105     -4.095 
     2030     81.5       86.275      4.775 
     2031     64.7       67.93       3.23  
     2032     66.7       60.484     -6.216 
     2033     52.6       54.567      1.967 
     2034     69.6       65.638     -3.962 
     2035     56.3       53.09      -3.21  
     2036     79.6       78.249     -1.351 
     2037     78.4       78.811      0.411 
     2038     74.4       72.519     -1.881 
     2039     85.9       82.953     -2.947 
     2040     49.8       55.642      5.842 
     2041     74.8       74.483     -0.317 
     2042     52.9       56.763      3.863 
     2043     75.7       75.492     -0.208 
     2044     83         75.86      -7.14  
     2045     53.7       55.645      1.945 
     2046     47.7       50.315      2.615 
     2047     60.4       55.811     -4.589 
     2048     65.5       62.73      -2.77  
     2049     57.2       52.467     -4.733 
     2050     65.8       66.748      0.948 
     2051     51.9       51.851     -0.049 
     2052     94.1       86.704     -7.396 
     2053     46.8       47.047      0.247 
     2054     58         59.585      1.585 
     2055     72.3       62.046    -10.254 
     2056     78.7       70.437     -8.263 
     2057     70.4       70.376     -0.024 
     2058     58.5       59.331      0.831 
     2059     57.7       66.509      8.809 
     2060     62.3       69.554      7.254 
     2061     84.2       76.478     -7.722 
     2062     62.1       57.824     -4.276 
     2063     72.6       63.328     -9.272 
     2064     58.1       53.626     -4.474 
     2065     61.8       65.878      4.078 
     2066     64.4       69.586      5.186 
     2067     85.9       82.685     -3.215 
     2068     75         74.179     -0.821 
     2069     77.5       75.774     -1.726 
     2070     53.9       53.239     -0.661 
     2071     53.7       53.356     -0.344 
     2072     61         66.548      5.548 
     2073     55.5       49.891     -5.609 
     2074     64.1       63.888     -0.212 
     2075     48.9       62.865     13.965 
     2076     77.7       79.34       1.64  
     2077     74         72.332     -1.668 
     2078     53.9       53.824     -0.076 
     2079     68.9       67.898     -1.002 
     2080     73.6       74.963      1.363 
     2081     70.7       77.636      6.936 
     2082     76.4       74.857     -1.543 
     2083     59         55.814     -3.186 
     2084     52.2       56.098      3.898 
     2085     86.4       89.319      2.919 
     2086     62.7       65.469      2.769 
     2087     64.9       64.491     -0.409 
     2088     70.14      69.043     -1.097 
     2089     74.46      73.183     -1.277 
     2090     78.8       76.747     -2.053 
     2091     69.1       74.225      5.125 
     2092     72.4       80.174      7.774 
     2093     65.4       65.037     -0.363 
     2094     59.2       61.748      2.548 
     2095     87.7       83.352     -4.348 
     2096     81.36      84.695      3.335 
     2097     60.9       62.954      2.054 
     2098     54.9       53.929     -0.971 
     2099     77         78.408      1.408 
     2100     72.6       69.08      -3.52  
     2101     54.8       52.386     -2.414 
     2102     64.3       70.29       5.99  
     2103     47.2       51.244      4.044 
     2104     62.6       66.151      3.551 
     2105     56.1       60.378      4.278 
     2106     67.1       66.851     -0.249 
     2107     70.5       68.306     -2.194 
     2108     66.5       66.714      0.214 
     2109     71.7       71.175     -0.525 
     2110     73         75.497      2.497 
     2111     58.2       61.188      2.988 
     2112     81.4       80.042     -1.358 
     2113     71.4       63.368     -8.032 
     2114     54.9       54.861     -0.039 
     2115     77.1       72.855     -4.245 
     2116     57.5       59.164      1.664 
     2117     41.3       47.412      6.112 
     2118     58.2       66.292      8.092 
     2119     65.3       65.474      0.174 
     2120     64.5       64.429     -0.071 
     2121     70         72.033      2.033 
     2122     68.3       72.994      4.694 
     2123     72.2       73.28       1.08  
     2124     89.7       79.419    -10.281 
     2125     54.4       58.771      4.371 
     2126     62.1       61.219     -0.881 
     2127     47.9       54.673      6.773 
     2128     52.2       52.283      0.083 
     2129     47.22      55.885      8.665 
     2130     61.8       65.148      3.348 
     2131     43         49.225      6.225 
     2132     60.14      56.541     -3.599 
     2133     50.9       50.399     -0.501 
     2134     86.2       87.464      1.264 
     2135     71.36      71.492      0.132 
     2136     65.5       66.775      1.275 
     2137     79.3       75.356     -3.944 
     2138     76.1       71.587     -4.513 
     2139     61.5       58.7       -2.8   
     2140     76.9       66.892    -10.008 
     2141     70.6       66.252     -4.348 
     2142     78.9       78.711     -0.189 
     2143     51.56      52.615      1.055 
     2144     87.3       80.076     -7.224 
     2145     59.3       63.104      3.804 
     2146     76.9       74.65      -2.25  
     2147     41.7       53.46      11.76  
     2148     57.5       57.499     -0.001 
     2149     75.7       75.208     -0.492 
     2150     85.1       82.226     -2.874 
     2151     89.3       74.874    -14.426 
     2152    110.1       96.611    -13.489 
     2153     72.5       71.263     -1.237 
     2154     71.4       75.213      3.813 
     2155     53.2       54.384      1.184 
     2156     85.6       79.414     -6.186 
     2157     57.6       53.842     -3.758 
     2158     59.6       59.382     -0.218 
     2159     72.1       70.186     -1.914 
     2160     57.8       51.226     -6.574 
     2161     84.42      80.4       -4.02  
     2162     81.1       77.266     -3.834 
     2163     74.02      77.843      3.823 
     2164     67.5       65.915     -1.585 
     2165     50.2       48.21      -1.99  
     2166     74.1       81.983      7.883 
     2167     80.56      77.827     -2.733 
     2168     73.9       64.821     -9.079 
     2169     58.6       67.996      9.396 
     2170     95.2       87.266     -7.934 
     2171     69.9       72.324      2.424 
     2172     61.2       60.778     -0.422 
     2173     60.5       59.952     -0.548 
     2174     63         64.922      1.922 
     2175     90.9       88.104     -2.796 
     2176     47.4       58.769     11.369 
     2177     72.8       78.326      5.526 
     2178     75.4       76.397      0.997 
     2179     68.9       79.019     10.119 
     2180     53.3       55.883      2.583 
     2181     70.4       68.468     -1.932 
     2182     47.3       49.632      2.332 
     2183     95.1       82.693    -12.407 
     2184     69.6       71.961      2.361 
     2185     58.3       61.972      3.672 
     2186     50.6       57.718      7.118 
     2187     59.5       62.785      3.285 
     2188     82.8       78.134     -4.666 
     2189     94.2       89.219     -4.981 
     2190     64.1       65.86       1.76  
     2191     65         61.545     -3.455 
     2192     68.3       70.097      1.797 
     2193     71         76.397      5.397 
     2194     71.8       75.909      4.109 
     2195     68.1       62.236     -5.864 
     2196     73.3       74.195      0.895 
     2197     59.6       64.821      5.221 
     2198     57.4       60.125      2.725 
     2199    102.7       86.159    -16.541 
     2200     76.7       83.813      7.113 
     2201     65.2       68.469      3.269 
     2202     54.4       53.977     -0.423 
     2203     48.5       52.123      3.623 
     2204     70.5       62.587     -7.913 
     2205     74.8       75.581      0.781 
     2206    111.8       93.782    -18.018 
     2207     45.6       48.09       2.49  
     2208     68.9       63.879     -5.021 
     2209     55.4       57.859      2.459 
     2210     78.5       70.026     -8.474 
     2211     78         71.667     -6.333 
     2212     66.1       71.76       5.66  
     2213     69.4       66.433     -2.967 
     2214     53         53.66       0.66  
     2215     58.2       55.57      -2.63  
     2216     64.3       68.408      4.108 
     2217     86.4       85.379     -1.021 
     2218     50.5       54.738      4.238 
     2219     68.6       70.032      1.432 
     2220     58.4       67.905      9.505 
     2221     61         62.795      1.795 
     2222     67.3       65.95      -1.35  
     2223     43.5       49.002      5.502 
     2224     64.88      62.488     -2.392 
     2225     69.5       68.808     -0.692 
     2226     57.68      59.452      1.772 
     2227     61.6       66.389      4.789 
     2228     53.8       56.189      2.389 
     2229     59.3       62.034      2.734 
     2230     81.1       74.319     -6.781 
     2231     56.5       64.373      7.873 
     2232     47         49.139      2.139 
     2233     57.2       55.025     -2.175 
     2234     69         75.589      6.589 
     2235     70.7       66.467     -4.233 
     2236     58.2       64.035      5.835 
     2237     97.6       87.979     -9.621 
     2238     61.5       65.169      3.669 
     2239     81         85.616      4.616 
     2240     66.8       71.68       4.88  
     2241     79         76.425     -2.575 
     2242     56.1       62.434      6.334 
     2243     55.3       54.135     -1.165 
     2244     65.8       63.481     -2.319 
     2245     58.3       57.454     -0.846 
     2246     54         57.363      3.363 
     2247     71.2       65.831     -5.369 
     2248     75.2       78.007      2.807 
     2249     74.2       72.613     -1.587 
     2250     61.2       58.757     -2.443 
     2251     58.3       57.312     -0.988 
     2252     67         59.136     -7.864 
     2253     67.7       64.009     -3.691 
     2254    103.3       87.465    -15.835 
     2255     61         56.893     -4.107 
     2256     68.4       69.641      1.241 
     2257     57.6       62.027      4.427 
     2258     60.6       57.809     -2.791 
     2259     75.3       73.683     -1.617 
     2260    138.1      101.083    -37.017 
     2261     64.7       69.417      4.717 
     2262     65.6       58.977     -6.623 
     2263     73.4       73.363     -0.037 
     2264     91.5       88.781     -2.719 
     2265     77.2       77.03      -0.17  
     2266     56.2       52.739     -3.461 
     2267     68.1       75.219      7.119 
     2268     67.9       66.368     -1.532 
     2269     70.9       71.045      0.145 
     2270     73.6       67.952     -5.648 
     2271     87.3       77.96      -9.34  
     2272     72.7       75.711      3.011 
     2273     80.5       82.782      2.282 
     2274     59.1       58.791     -0.309 
     2275     91.6       85.941     -5.659 
     2276     47.7       50.547      2.847 
     2277     71.6       73.839      2.239 
     2278     66.3       72.592      6.292 
     2279     46.2       51.389      5.189 
     2280     64.2       77.931     13.731 
     2281     67.3       70.621      3.321 
     2282     52.7       54.924      2.224 
     2283     52.4       51.65      -0.75  
     2284     58         60.046      2.046 
     2285     58.4       56.339     -2.061 
     2286     68.8       72.667      3.867 
     2287     56.5       56.97       0.47  
     2288     68.1       79.56      11.46  
     2289     65.6       64.268     -1.332 
     2290     68.32      71.163      2.843 
     2291     78.7       80.538      1.838 
     2292     53         59.34       6.34  
     2293     50.56      52.668      2.108 
     2294     74.9       75.187      0.287 
     2295     58.1       75.073     16.973 
     2296     60.7       61.178      0.478 
     2297     62.6       63.032      0.432 
     2298     61.8       66.457      4.657 
     2299     70.1       75.188      5.088 
     2300     67.1       70.12       3.02  
     2301     65.02      68.759      3.739 
     2302     82.4       80.572     -1.828 
     2303     79.7       80.304      0.604 
     2304     72         67.854     -4.146 
     2305     72         70.531     -1.469 
     2306     76.2       74.76      -1.44  
     2307     53.8       56.491      2.691 
     2308     70.7       65.459     -5.241 
     2309     86.4       87.804      1.404 
     2310     75.2       81.312      6.112 
     2311     49.8       53.624      3.824 
     2312     60.9       51.783     -9.117 
     2313     55.92      53.299     -2.621 
     2314     84.4       76.575     -7.825 
     2315     71.4       73.689      2.289 
     2316     56.4       57.913      1.513 
     2317     52.2       52.783      0.583 
     2318     69.3       65.677     -3.623 
     2319     61.2       66.113      4.913 
